Date,News Title
11/21/2023,CNBC Daily Open: Record highs for Microsoft and Nvidia
11/21/2023,"Cash is a ‘missed opportunity’ right now, says one pro — here’s where he’s investing ..."
3/13/2024,"Wednesday’s analyst calls: Nvidia gets a price target hike, big Tesla downgrade"
3/13/2024,"Wells Fargo downgrades Tesla, sees electric vehicle stock dropping nearly 30% from here"
12/9/2020,"Elon Musk confirms: ‘Yes, I have moved to Texas’"
1/23/2021,"Nio is the ‘heir apparent’ in China’s EV world, says Nomura, seeing nearly 40% upside ..."
1/29/2021,Elon Musk’s tweets are moving markets — and some investors are worried
2/16/2021,"Bitcoin surpasses $50,000 for first time as major companies jump into crypto"
2/20/2021,Palantir jumps 15% on big bet from Cathie Wood’s Ark Invest. A review of what ...
4/1/2021,"Elon Musk tapped to join board of Endeavor Group, owner of UFC and Miss Universe ..."
7/30/2021,"At Nikola briefing, SEC official declines to weigh in on Elon Musk’s use of Twitter"
9/6/2021,Tech giants are rushing to develop their own chips — here’s why
9/8/2021,Ford poaches top tech executive Doug Field who helped lead Apple’s top-secret car project
9/14/2021,Cathie Wood takes you behind her daily trading process
10/8/2021,"Elon Musk endorses a carbon tax, downplays concerns about methane"
4/14/2022,"Twitter can’t afford to reject Elon Musk’s takeover offer if it’s serious, Wall Street analysts ..."
4/16/2022,Twitter board adopts ‘poison pill’ after Musk’s $43 billion bid to buy company
4/21/2022,Elon Musk’s tunnel-making venture Boring Company hits $5.7 billion valuation
4/26/2022,Dogecoin jumps more than 20% after Twitter agrees to Elon Musk’s buyout deal
4/26/2022,Twitter accepts Elon Musk’s buyout deal
4/27/2022,5 things to know before the stock market opens Wednesday
4/29/2022,Top autos CEO warns of battery scarcity as EV competition heats up
4/30/2022,Cathie Wood fears takeovers for her ARK stocks right now because they won’t get a ...
5/5/2022,"Elon Musk and Cathie Wood knock passive index investing, saying it’s gone too far"
5/10/2022,Cathie Wood’s Ark takes a stake in GM for the first time
5/11/2022,How Ford’s F-150 Lightning stacks up against Rivian and Hummer electric pickups
5/17/2022,"Elon Musk blasts Joe Biden, says he has failed to get much done"
5/19/2022,"Elon Musk says he’ll vote Republican, bashes Democrats"
5/26/2022,"Twitter shareholders vote to boot Silver Lake co-CEO Durban, a longtime Musk backer, from board"
1/17/2023,Toyota is investing $35 billion into EVs. But some say it may be too late.
1/17/2023,Watch CNBC’s full interview with Colin Langan and Craig Irwin
1/18/2023,Watch CNBC’s full interview with Requisite Capital Management’s Bryn Talkington
1/18/2023,"Personal and corporate balance sheets are strong, says Mariner Wealth Advisors’ Krumpelman"
1/18/2023,Watch CNBC’s full interview with Mariner Wealth Advisors’ Jeff Krumpelman
1/18/2023,Morgan Stanley says cheaper electric vehicles are coming — and names the global stocks set ...
1/20/2023,"Stocks making the biggest moves midday: Norwegian Cruise Line, Allstate, Roblox and more"
1/20/2023,What surging gold price is suggesting to investors
1/21/2023,Earnings could keep the market on edge in week ahead as investors wait for Fed
1/21/2023,"Wall Street’s take on EV is sacrifice margins for volumes, says Wedbush Securities’ Dan Ives"
1/24/2023,"Nasdaq sube un 2%, Dow cierra 250 puntos más alto"
1/25/2023,Mizuho’s Dan Dolev breaks down his underperform rating on Coinbase
1/25/2023,Watch CNBC’s full interview with CFRA’s Garrett Nelson and Roth Capital’s Craig Irwin
1/26/2023,"Three Stock Lunch: Airbnb, AT&T and IBM"
1/26/2023,Firstmark Capital founder Rick Heitzmann: It’s too early to be positive on tech earnings
1/26/2023,Elon Musk’s Twitter faces censorship allegations in India free speech battle
1/26/2023,5 things to know before the stock market opens Thursday
1/26/2023,Elon Musk: Demand far exceeds production
1/26/2023,Watch CNBC’s full interview with Baird analyst Ben Kallo
1/27/2023,Watch CNBC’s full interview with Bernstein’s Toni Sacconaghi
1/27/2023,"Retail traders loaded up on these technology stocks into earnings, JPMorgan says"
1/27/2023,The 2023 market rally that won’t quit tells us it’s not all about the Fed ...
1/28/2023,Watch CNBC’s full interview with Future Fund’s Gary Black
1/28/2023,Watch CNBC’s full interview with KKM Financial CEO Jeff Kilburg
1/28/2023,Stacy Rasgon breaks down Intel
1/28/2023,Wall Street sees many of the big winners this week cooling off from here—with one ...
1/28/2023,"Las acciones cerraron al alza el viernes, Nasdaq registra cuarta semana de ganancias"
1/30/2023,"Stocks making the biggest premarket moves: Colgate-Palmolive, Kohl’s, Boot Barn and more"
1/31/2023,Watch CNBC’s full interview with famed short-seller Jim Chanos
1/31/2023,Morgan Stanley analyst thinks Lucid is headed to an all-time low
1/31/2023,The easy January trade was to just buy everything that fell a lot in 2022
2/1/2023,Cathie Wood’s Innovation ETF notches best month ever as beaten-down tech stocks roar back
2/1/2023,"Virtus’ Terranova dumps these two tech stocks, says he doesn’t trust the recent high-beta rally"
