Date,News Title
2/6/2020,Tesla shares slammed day after surge—What four experts are watching now
2/6/2020,Tesla is the ‘last thing’ retail investors should be touching: WSJ’s Charley Grant
2/6/2020,Tesla’s pullback ‘natural’ but stock not at risk of a total collapse: Jim Cramer
2/6/2020,"Investors shouldn’t feel pressured to buy Tesla, strategist says"
2/6/2020,Vanity Fair’s McLean explains why some say Tesla stock is ‘easy to manipulate’
2/7/2020,Why this investing pro says Tesla one of most dangerous stocks in the world
2/7/2020,Ibrahim Alhusseini: Tesla stock caught up in a hype cycle
2/8/2020,Tesla unseats Apple as millennials’ favorite stock
2/8/2020,Here’s the anatomy of Tesla’s parabolic move
2/8/2020,Jim Press of McLarty Companies on Tesla and Ford
2/10/2020,Tesla shares pop in pre-market as Shanghai production is set to resume
2/12/2020,Here’s how much pain the Tesla short sellers are feeling
2/13/2020,Tesla recalling 15K Model X SUVs: Reuters
2/13/2020,"Tesla’s new $2 billion offering eliminates cash worries, says bull Dan Ives"
2/13/2020,Jim Cramer: It was a good decision for Tesla to issue a secondary stock offering
2/14/2020,NYU’s ‘dean of valuation’ on valuing Tesla
2/14/2020,Berkshire Hathaway’s Charlie Munger: I’d never buy Tesla
2/13/2020,"Stock market live Thursday: Comeback fails, Tesla surges, Microsoft under pressure"
2/14/2020,Tesla shares jumped after a $2 billion stock offering—Here’s what five pros think about the ...
2/14/2020,Tesla stock likely to hold value until end of 2020: Former board member
2/14/2020,"Tesla surges on stock issuance, but options traders bet on Valentine’s Day heartbreak for the ..."
2/14/2020,Is Google-Tesla a match made in heaven?
2/14/2020,"Caterpillar, Tesla stocks trade by different rules: Jim Cramer"
2/14/2020,Loup Ventures’ Gene Munster and Roth Capital’s Craig Irwin debate Tesla’s bear and bull cases
2/19/2020,"Stocks making the biggest moves midday: Apple, Legg Mason, Virgin Galactic, Tesla and more"
2/19/2020,"Tesla ordered to halt work on planned German factory, here’s what it means"
2/20/2020,Tesla just got its highest price target on the Street
2/20/2020,"Sell some Tesla and ‘let the rest run,’ says Jim Cramer"
2/20/2020,Cramer Remix: Why it could be time to take profits in Tesla
8/29/2020,"Stocks head into September in high gear as Apple and Tesla split, and markets await ..."
9/1/2020,Apple and Tesla’s stock split will take effect today—Here’s what five experts are watching now
9/4/2020,Tesla’s fundamental story hasn’t changed despite sell-off: Former board member
9/5/2020,"New Street’s Pierre Ferragu on Apple, Tesla’s sell-off"
9/5/2020,"Stocks making the biggest moves midday: Tesla, Wayfair, Moderna & more"
9/9/2020,Why Baillie Gifford remains ‘very optimistic’ about Tesla’s future
9/9/2020,"Stocks making the biggest moves midday: Slack, Tiffany, Tesla, Lululemon, United Airlines & more"
9/10/2020,Former Ford CEO Mark Fields on Tesla’s stock swings
9/11/2020,"Mike Santoli’s market notes: Indecisive action, Tesla and Zoom bounce, investors cut risk"
9/16/2020,Jim Cramer on Tesla’s annual shareholder meeting “Battery Day”
9/19/2020,"Stocks making the biggest moves midday: U.S. Steel, Tesla, Unity Software, Beyond Meat & more"
9/22/2020,What Morgan Stanley’s Adam Jonas expects from Tesla’s battery event
9/22/2020,Wedbush: Tesla’s Battery Day is a potential paradigm-changer
9/22/2020,Analyst on what he expects out of Tesla’s Battery Day
9/22/2020,"Former Chrysler CEO: Tesla faces challenge of building infrastructure to support EV, favorable pricing and ..."
9/23/2020,"Stocks making the biggest moves midday: Amazon, Carvana, Tesla, Peloton and more"
9/23/2020,"Tesla’s Battery Day is significant in the battle for auto industry dominance, says analyst"
9/23/2020,Analysts: Tesla’s Battery Day ‘failed to deliver’
9/23/2020,Top-ranked analyst Toni Sacconaghi on Tesla’s Battery Day
9/24/2020,"Stocks making the biggest moves midday: Nike, Tesla, Stitch Fix, Peloton, Nikola & more"
9/24/2020,Tesla’s former principal Roadster battery designer on the Battery Day announcement
9/24/2020,"Stocks making the biggest moves after hours: Tesla, Dollar Tree, Jefferies Financial Group & more"
9/24/2020,"Cramer sees positives from Tesla’s Battery Day, but tells investors to be patient before buying"
9/24/2020,Cramer breaks down the stock moves after Tesla’s Battery Day and Nike’s strong earnings report
9/26/2020,"Stocks making the biggest moves midday: Tesla, Costco, Royal Caribbean & more"
9/30/2020,"These clean-energy stocks including Tesla could benefit from a Biden win, says Baird"
10/2/2020,"Stocks making the biggest moves midday: Tesla, Twilio, Peloton & more"
10/11/2020,Inside Lucid Motors’ plan to take on Tesla
10/16/2020,"Here are Friday’s biggest analyst calls of the day: Tesla, Costco, Chipotle, Netflix & more"
10/22/2020,Tesla’s autonomous driving could displace $8 trillion worth of enterprise value in the market: Analyst
10/22/2020,Belpointe Asset Management’s David Nelson on Tesla’s Q3 earnings
10/22/2020,"Tesla’s profitability significantly improved, but doesn’t change long-term view: Analyst"
10/22/2020,"Cramer: Tesla’s financials are ‘as clean as can be,’ it’s doing incredibly well"
10/23/2020,"Cramer breaks down Tesla’s third quarter: clean top, bottom line beats"
10/27/2020,"Here are Tuesday’s biggest analyst calls of the day: Foot Locker, Live Nation, UPS, Tesla ..."
8/5/2021,‘I’m not sure’: Buttigieg on why Tesla wasn’t invited to Biden EV event
8/18/2021,"Missed out on Tesla? Here’s how you can ride on the EV boom, says one ..."
8/20/2021,Tesla boosts government relations staff as China passes new cyberspace regulation
8/24/2021,Bulls bet on Tesla
8/24/2021,What it’s like to take a non-Tesla electric car on a road trip
8/25/2021,"Battery pioneer Akira Yoshino on Tesla, Apple and the electric future"
1/2/2020,"Here are Thursday’s biggest analyst calls of the day: Tesla, Ford, Wells Fargo, Advanced Micro ..."
4/1/2024,"Stocks making the biggest moves premarket: Micron Technology, 3M, AT&T, Delta Airlines and more"
4/2/2024,"Stocks making the biggest moves midday: Micron Technology, Cameco, MicroStrategy, Universal Health Services and more"
4/2/2024,"Five stocks to buy and hold for the long term, according to the pros"
4/3/2018,"Tesla is facing an ‘existential crisis,’ says market watcher"
4/19/2018,California workplace safety agency opens probe into Tesla
5/15/2018,"Tesla Model S was on Autopilot, Utah driver tells police"
5/16/2018,"As Tesla hits the skids, one market watcher sees a ‘line in the sand’ for ..."
6/6/2018,"Tesla factories reportedly struggling with high scrap volume, and low vehicle production rate per employee"
9/18/2017,"This investor is short Tesla, long BMW – here’s why"
12/27/2017,Elon Musk asked his Twitter followers for Tesla feedback – here’s what they said
12/27/2017,Elon Musk promises to make a Tesla pickup truck and said he is ’dying to ...
12/28/2017,Elon Musk promises new features and upgrades are coming to Tesla
7/10/2018,Tesla hikes prices in China as trade war hits carmakers
7/20/2018,Tesla’s battery maker suspends cobalt supplier amid sanctions concern
12/10/2018,Elon Musk ‘thinks he’s above the law’: Cramer on the Tesla CEO’s combative ’60 Minutes’ ...
1/19/2019,Tesla sinks after cutting 7% of its workforce. Five experts weigh in on what’s next
1/31/2019,Trader bets Tesla could see a double-digit surge post-earnings
2/13/2019,Morgan Stanley: Why GM and Amazon may be investing in ‘the next Tesla’
2/27/2019,"Tesla has ‘no transparency’ and should be avoided, says strategist"
3/5/2019,This Tesla-heavy ETF is crushing the market this year
3/19/2019,"Stocks making the biggest moves premarket: General Motors, Tesla, Netflix, Boeing & more"
4/25/2019,"Tesla will find it difficult to find scale in European and Chinese markets, autos expert ..."
4/30/2019,"Ark Invest’s Cathie Wood defends her Tesla to $4,000 call"
5/2/2019,We went inside Tesla’s first Gigafactory
9/10/2019,Twitter video appears to show driver asleep at the wheel of self-driving Tesla
9/10/2019,Boeing suspends load test on new 777X aircraft; Tesla driver asleep at wheel?
9/25/2019,Musk on Twitter: Tesla building major engineering team in China
10/23/2019,Options traders say Tesla could be on the road to a turnaround
10/24/2019,Here’s what investors should look for in Tesla’s earnings
10/24/2019,Tesla soars on earnings
10/24/2019,Eberle: Still neutral on Tesla despite improved Q4 outlook “it’s a contentious stock”
11/21/2019,Tesla trucks higher
11/22/2019,Key question: Will Tesla’s Cybertruck will create volume for company: Analyst
11/22/2019,"Apple’s lobbyist contradiction, Tesla’s big reveal and the odd player out in the streaming wars"
11/22/2019,Tesla’s unveiling of its new Cybertruck didn’t go as planned
11/22/2019,"Tesla’s cybertruck won’t gain market share against Ford or GM, analyst says"
11/23/2019,Tesla reveals its electric Cybertruck — Five experts on what it does to the stock
11/22/2019,Cramer compares the Tesla Cybertruck to the spectacular failure of the Ford Edsel 60 years ...
11/23/2019,Why this early Tesla investor says there’s going to be a big market for Cybertruck
11/23/2019,A Tesla takedown
11/25/2019,"Tesla CEO Elon Musk: There have been 200,000 Cybertruck reservations"
11/25/2019,"Cramer: ‘I’m a bull on Tesla,’ because I want to make my life easier on ..."
11/26/2019,Ford challenged Tesla to an ‘apples to apples’ tug-of-war between pickup trucks — Musk says ...
11/27/2019,‘Bring it on’—Tesla’s Cybertruck battles Ford’s F-150 in a pickup truck showdown
11/27/2019,"Jim Cramer: Once Elon Musk stopped tweeting, Tesla started doing better"
11/27/2019,"Tesla beat Ford because people are talking about it, says Defy Partners’ Neil Sequeira"
11/27/2019,Jim Cramer on Tesla: I know my wife wants to buy a Model X
6/29/2020,"Tesla’s ‘hyper-growth’ narrative will fall apart in second half of 2020, analyst says"
6/30/2020,Watch a timeline of Tesla’s biggest milestones from the past 10 years
7/2/2020,Analyst on what Tesla’s Q2 delivery beat means for the stock
7/3/2020,Former Ford CEO explains why Tesla’s stock is growing
7/8/2020,"Stocks making the biggest moves midday: Novavax, Shake Shack, Tesla & more"
7/11/2020,Nasdaq stocks led by Tesla continue their blistering run while chill envelops rest of the ...
7/16/2020,Tesla registrations in California nearly halved in second quarter
7/20/2020,Chinese Tesla rival Xpeng Motors raises $500 million as it begins deliveries of new sedan
7/23/2020,Wedbush’s Dan Ives: Tesla’s earnings are a ‘jaw-dropper’
7/23/2020,"Tesla’s valuation is ‘almost ridiculous,’ strategist says"
7/23/2020,"Tesla’s growth is about renewable energy components, not electric cars, says Chamath Palihapitiya"
7/24/2020,Texas Gov. Greg Abbott on Tesla’s new Austin factory
7/25/2020,Austin mayor Steve Adler on Tesla’s move to Texas
7/25/2020,"Stocks making the biggest moves midday: Advanced Micro Devices, Tesla, Intel & more"
7/27/2020,GLJ Research’s Gordon Johnson on whether Tesla’s tax credits appear too good to be true
7/29/2020,Tesla’s ‘current valuation is mind-boggling’: Bernstein’s Sacconaghi
7/29/2020,"Here are Wednesday’s biggest analyst calls of the day: Tesla, Apple, L Brands, Netflix & ..."
7/29/2020,Move over Tesla: Robinhood day-trading crowd finds a new speculative favorite in Kodak
8/3/2020,"Here are Monday’s biggest analyst calls of the day: Nikola, Merck, Yum! Brands, Tesla & ..."
8/5/2020,"Tesla’s Chinese rival Xpeng raises $400 million ahead of U.S. IPO, sources say"
8/12/2020,"Stocks making the biggest moves after hours: Tesla, Eastman Kodak, Shutterstock and more"
8/12/2020,Here’s what Tesla’s stock split could mean for small investors
8/12/2020,Jim Cramer: Tesla’s stock split helps young investors enter the market
8/13/2020,"Stocks making the biggest moves midday: Tesla, Roku, Brinker International, Target & more"
8/13/2020,We’re seeing a fair amount of support for Tesla’s valuation: Oppenheimer’s Rusch
