,Date,Content,label,score
0,2020-12-31,Tesla short sellers lost billions more on the electric-vehicle maker than any other company in 2020 ,negative,0.9988419413566589
1,2020-12-31,Enphase joins Tesla as the latest clean tech firm to enter the S&amp;P 500 ,positive,0.9436876177787781
2,2020-12-29,"In 2021, the breadth of the competitive attack that Tesla faces will be greater than ever ",positive,0.5714249014854431
3,2020-12-28,"In 2021, the breadth of the competitive attack that Tesla faces will be greater than ever ",positive,0.5714249014854431
4,2020-12-25,Elon Musk says it’s “impossible” to take Tesla private now ,neutral,0.8952587246894836
5,2020-12-25,Elon Musk has made millionaires out of Tesla's most loyal fans. Meet one of them ,neutral,0.9518171548843384
6,2020-12-25,"Elon Musk says he tried to approach Apple years ago about the possibility of buying Tesla for about $60 billion, but Tim Cook refused to take the meeting ",neutral,0.9951017498970032
7,2020-12-23,"Elon Musk says he tried to approach Apple years ago about the possibility of buying Tesla for about $60 billion, but Tim Cook refused to take the meeting ",neutral,0.9951017498970032
8,2020-12-22,Elon Musk says he once tried to sell Tesla to Apple for $60 billion ,neutral,0.9989394545555115
9,2020-12-22,"Elon Musk says he tried to approach Apple years ago about the possibility of buying Tesla for about $60 billion, but Tim Cook refused to take the meeting ",neutral,0.9951017498970032
10,2020-12-22,"Apple’s reported foray into making its own self-driving, electric cars creates “a new Tesla bear case,” according to Morgan Stanley ",neutral,0.9973196387290955
11,2020-12-21,It didn’t take long for Tesla’s big price swings to heavily influence the S&amp;P 500 after its addition to the benchmark ,neutral,0.9954000115394592
12,2020-12-21,"Fueled by the Tesla effect, convertible bonds are poised for one of their best-ever years ",positive,0.9978917241096497
13,2020-12-21,Tesla shares fall 5% after being added to the S&amp;P ,negative,0.9956527948379517
14,2020-12-21,Tesla shares tumble in their trading debut on the S&amp;P 500 Index ,negative,0.9961285591125488
15,2020-12-20,"Elon Musk inquires about converting “large transactions” of Tesla Inc.’s balance sheet into Bitcoin in a Twitter exchange with Michael Saylor, a prominent booster of the digital currency ",neutral,0.9978779554367065
16,2020-12-20,"In a tumultuous year for stocks, few stories have been as dramatic as the breakout for Tesla — as these charts show ",neutral,0.9779271483421326
17,2020-12-19,"In a tumultuous year for stocks, few stories have been as dramatic as the breakout for Tesla — as these charts show ",neutral,0.9779271483421326
18,2020-12-19,This 32-year-old put everything he had in Tesla and became a millionaire. Meet Brandon Smith ,neutral,0.9984825253486633
19,2020-12-19,"Tesla’s historic entry into the S&amp;P 500 could be bad news for other stocks in the index—at least temporarily, Citadel's trading chief says ",negative,0.9929251670837402
20,2020-12-19,Elon Musk’s personal fortune hit a new high after adding $9 billion Friday as Tesla prepares to make its debut in the S&amp;P 500 Index ,positive,0.9974691867828369
21,2020-12-19,Mechanical buying by index-tracking funds sent Tesla's stock to a record $695 in the auction used by exchanges to finish trading ,positive,0.9868832230567932
22,2020-12-18,Elon Musk’s personal fortune hit a new high after adding $9 billion Friday as Tesla prepares to make its debut in the S&amp;P 500 Index ,positive,0.9974691867828369
23,2020-12-18,Can any other startup meaningfully replicate Tesla’s success? ,neutral,0.9739615321159363
24,2020-12-18,Tesla's most loyal fans have become millionaires this year — on paper ,positive,0.8960652351379395
25,2020-12-18,Tesla halted some construction work at its German plant project after failing to make a security deposit with local authorities ,negative,0.9966102242469788
26,2020-12-18,This 32-year-old put everything he had in Tesla and became a millionaire. Meet Brandon Smith ,neutral,0.9984825253486633
27,2020-12-18,"Tesla’s historic entry into the S&amp;P 500 could be bad news for other stocks in the index—at least temporarily, Citadel's trading chief says ",negative,0.9929251670837402
28,2020-12-17,Tesla was upgraded by S&amp;P Global Ratings after a recent share sale boosted its cash to record levels ,positive,0.9987468719482422
29,2020-12-17,Mattel is telling customers who pre-ordered toy versions of Tesla’s Cybertruck that they won't ship for another five months and won't arrive for Christmas ,negative,0.8703596591949463
30,2020-12-17,A group of Wall Street data nerds argue Tesla may prove to be a drag on the S&amp;P 500 ,negative,0.9892981052398682
31,2020-12-17,Tesla is the only U.S. automaker to meet a commitment to equip all its models with automatic emergency braking almost two years ahead of schedule ,positive,0.9428982138633728
32,2020-12-17,"Tesla's addition will only have a minimal impact on the S&amp;P 500 Index's valuations, Goldman says ",neutral,0.9959241151809692
33,2020-12-15,Volkswagen CEO Herbert Diess will pit the company's largest plant against the Tesla factory under construction near Berlin ,neutral,0.6954560875892639
34,2020-12-14,"Former Boeing CEO Dennis Muilenburg is joining Monarch Tractor, a Silicon Valley startup that’s angling to be the Tesla of the Corn Belt ",neutral,0.9990045428276062
35,2020-12-14,Are Tesla’s shares worth $90 or $780? Wall Street can’t decide ,neutral,0.9994863271713257
36,2020-12-14,"For all the talk of ""Tesla fighters,"" Fiat Chrysler, Ford and General Motors were fine to let Elon Musk have his fun and his fun-house stock valuation. That is until 2018, when Tesla started tweeting about making a pickup ",neutral,0.9822299480438232
37,2020-12-13,"For all the talk of ""Tesla fighters,"" Fiat Chrysler, Ford and General Motors were fine to let Elon Musk have his fun and his fun-house stock valuation. That is until 2018, when Tesla started tweeting about making a pickup ",neutral,0.9822299480438232
38,2020-12-13,"For all the talk of ""Tesla fighters,"" Fiat-Chrysler, Ford and General Motors were fine to let Elon Musk have his fun and his fun-house stock valuation. That is until 2018, when Tesla started tweeting about making a pickup ",neutral,0.9829925894737244
39,2020-12-13,Are Tesla’s shares worth $90 or $780? Wall Street can’t decide ,neutral,0.9994863271713257
40,2020-12-12,Elon Musk said demand for Tesla vehicles is so high that production needs to increase as much as possible for the rest of December ,positive,0.9933598637580872
41,2020-12-12,Are Tesla’s shares worth $90 or $780? Wall Street can’t decide ,neutral,0.9994863271713257
42,2020-12-11,The S&amp;P 500 Index will remove Apartment Investment and Management Co. to make way for Tesla ,neutral,0.9831265807151794
43,2020-12-11,BREAKING: Tesla replaces Apartment Investment in S&amp;P 500 Index starting Dec. 21,neutral,0.9977452158927917
44,2020-12-11,What companies will Tesla displace when it joins the S&amp;P? The wait to find out is almost over ,neutral,0.9979992508888245
45,2020-12-10,Steel Dynamics shares jumped on a report that it could soon be supplying Tesla with steel for its upcoming truck ,positive,0.9975872039794922
46,2020-12-10,Tesla beats a legal challenge that threatened to delay Elon Musk’s plan to build his first electric-car factory in Germany ,positive,0.7373877763748169
47,2020-12-09,"Investors thinking of raising their holdings in Tesla ahead of its impending addition to the S&amp;P 500 Index should not, JPMorgan says ",neutral,0.9850407242774963
48,2020-12-09,Tesla's sale of new shares comes at a good time for markets ,positive,0.9416378140449524
49,2020-12-08,Tesla claims it's nearly self-sufficient. So why does it keep going back to the stock market for more cash? ,neutral,0.9959243535995483
50,2020-12-08,"Elon Musk confirms he has moved to Texas where two big priorities, SpaceX’s new Starship spacecraft and Tesla’s new Gigafactory, are located ",neutral,0.9992658495903015
51,2020-12-08,"Tesla has raised a total of $12 billion this year alone, or more cash than is held by 88% of the companies in the S&amp;P 500 ",positive,0.6853399872779846
52,2020-12-08,A German court orders Tesla to halt logging to clear room for its German Gigafactory after environmentalists sue ,negative,0.6685973405838013
53,2020-12-08,"A startup backed by VW says new data show its batteries can be charged to 80% of full power in 15 minutes, almost twice as fast as a Tesla Model 3 ",neutral,0.9655697345733643
54,2020-12-08,Tesla will tap capital markets for the third time in ten months by selling as much as $5 billion of stock ,neutral,0.6170019507408142
55,2020-12-06,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles ,neutral,0.9887109398841858
56,2020-12-06,Tesla's first diversity report highlights a lack of diversity with a predominantly male and White leadership team ,negative,0.9593009352684021
57,2020-12-06,"Bloomberg 50: Zeng Yuqun's deal to supply batteries to Elon Musk's Tesla helped cut the price of the Model 3 to about $37,000 in China, cheaper than anywhere else ",positive,0.9975365400314331
58,2020-12-06,Tesla's first diversity report shows minorities make up more than half of its employees in the U.S. and a third of its directors and vice presidents ,neutral,0.9967889785766602
59,2020-12-05,Tesla's first diversity report highlights a lack of diversity with a predominantly male and White leadership team ,negative,0.9593009352684021
60,2020-12-05,The CEO of VW plans to use his Audi brand to take on Tesla in electric vehicles ,neutral,0.9887109398841858
61,2020-12-05,Tesla's first diversity report shows minorities make up more than half of its employees in the U.S. and a third of its directors and vice presidents ,neutral,0.9967889785766602
62,2020-12-05,"Bloomberg 50: Zeng Yuqun's deal to supply batteries to Elon Musk's Tesla helped cut the price of the Model 3 to about $37,000 in China, cheaper than anywhere else ",positive,0.9975365400314331
63,2020-12-05,Elon Musk is the world's second-richest person with a $139 billion fortune. But the Tesla CEO isn’t the only electric-vehicle entrepreneur to have turned fabulously wealthy this year. ,neutral,0.974494218826294
64,2020-12-04,"David Einhorn's losing investments — notably, his high-profile bets against Tesla and Netflix — have gotten a lot of unwanted attention lately. But he still has one big thing going for him ",negative,0.9481960535049438
65,2020-12-04,Elon Musk is the world's second-richest person with a $139 billion fortune. But the Tesla CEO isn’t the only electric-vehicle entrepreneur to have turned fabulously wealthy this year. ,neutral,0.974494218826294
