Date,Original_text,Summary,negative,neutral,positive,Category
2021-04-26,"I will now hand the conference over to your speaker today, Martin Viecha, Senior Director ofInvestor Relations.Martin Viecha Thank you, Carmen, and good afternoon, everyone, and welcome to Tesla's First Quarter 2021Q&A Webcast. I'm joined today by Elon Musk, Zachary Kirkhorn and a number of otherexecutives. Our Q1 results were announced at about 1:00 p.m. Paciï¬?c Time in the update deck wepublished at the same link as this webcast.During this call, we will discuss our business outlook and make forward-looking statements. Thesecomments are based on our predictions and expectations as of today. Actual events or results coulddiffer materially due to a number of risks and uncertainties, including those mentioned in our mostrecent ï¬?lings with the SEC.","The conference is being webcast by Tesla, Inc. (NASDAQ: TSLA) The company's Q1 results were announced at about 1:00 p.m. Paciï¬?c Time in the update deck wepublished at the same link as this webcast. During this call, we will discuss our business outlook and make forward-looking statements. Thesecomments are based on our predictions and expectations as of today. Actual events or results coulddiffer materially due to a number of risks and uncertainties, including those mentioned in our mostrecent ï¬?lings with the SEC. I will now hand the conference over to your speaker, Martin Viecha, Senior Director ofInvestor Relations.",0.15674753487110100,0.7328289747238160,0.11042352020740500,Automotive
2021-04-26,"But before we jump into Q&A, Elon has some opening remarks. Elon?Elon R. Musk - Tesla, Inc. - Technoking of TeslaGreat. Thank you. So Q1 2021 was a record quarter on many levels. Tesla achieved recordproduction, deliveries and surpassed $1 billion in non-GAAP net income for the ï¬?rst time. Andwe've seen a real shift in customer perception of electric vehicles, and our demand is the best we'veever seen. So this is -- [we're talking about] we're used to seeing a reduction in demand in the ï¬?rstquarter, and we saw an increase in demand that exceeded the normal seasonal reduction in demandin in Q1.So Model 3 became the best-selling midsized premier sedan in the world, in fact, I should say thebest-selling luxury sedan of any kind in the world. The BMW 3 Series was for the longest time thebest-selling premium sedan, has been exceeded by the Tesla Model 3. And this is only 3.5 yearsinto production and was just 2 factories. For Model 3 to be outselling its combustion enginecompetitors, I think, is quite remarkable.In the past couple of quarters, we delivered roughly 0.25 million Model 3s, so -- which translates toannualized rate of 0.5 million per year.When it comes to Model Y , we think Model Y will be the best-selling car or vehicle of any kind inthe world and probably next year. So I'm not 100% certain next year, but I think it's quite likely. I'dsay more likely than not, that in 2022, Model Y is the best-selling car or truck of any kind in the world.Then with regard to Full Self-Driving. Full Self-Driving beta continues to make great progress. It isdeï¬?nitely one of the -- I think one of the hardest technical problems that exists, that's maybe everexisted. And really, in order to solve it, we basically need to solve a pretty signiï¬?cant part ofartiï¬?cial intelligence, speciï¬?cally real-world artiï¬?cial intelligence. And that sort of AI, the neuralnet needs to be compressed into a fairly small computer, a very efï¬?cient computer that wasdesigned, but nonetheless, a small computer that's using on the order of 70 or 80 watts. So this is amuch harder problem than if you were you, say, 10,000 computers in a server room or somethinglike that.This has got to ï¬?t into a [smaller sprain]. And this -- I think with the elimination of radar, we'reï¬?nally getting rid of one of the last crutches. Radar was really -- it was making up for some of theshortfalls of vision, but this is not good.","Q1 2021 was a record quarter on many levels. Tesla achieved recordproduction, deliveries and surpassed $1 billion in non-GAAP net income for the ï¬?rst time. We think Model Y will be the best-selling car or vehicle of any kind inthe world and probably next year. Full Self-Driving beta continues to make great progress. It isdeï¬?nitely one of the hardest technical problems that exists, that's maybe everexisted. And this -- I think with the elimination of radar, we're getting rid of one ofthe last crutches, but this is not good.",0.5982213616371160,0.20865149796009100,0.1931271255016330,Full Self-Driving
2021-04-26,"You actually just need vision to work. And when [beam]works, it works better than the best human because it's like having 8 cameras, it's like having eyesin the back of your head, beside your head and has 3 eyes of different focal distances lookingforward. This is -- and processing it at a speed that is superhuman. There's no question in my mindthat with a pure vision solution, we can make a car that is dramatically safer than the average[person].So -- but it is a hard problem because we are actually solving something quite fundamental aboutartiï¬?cial intelligence, where we basically have to solve real-world vision AI. And we are. So -- andkey to solving this is also having some massive data set. So just having well over 1 million cars onthe road that are collecting data from very sort of corner case rare situations -- sort of like so manyweird things in the world like a truck carrying a truck or a car with -- one example is like a car as anactual example, a car with the kayak on the roof where the kayak has a little weight dangling fromthe front of the kayak in front of the car and -- but yet the car must ignore this and just look at theroad.So it's really quite tricky, but I am highly conï¬?dent that we will get this done. So -- yes. Thisquarter, and I think we'll continue to see that a little bit in Q2 and Q3. So Q1 was -- had some of themost difï¬?cult supply chain challenges that we've ever experienced in the life of Tesla and samedifï¬?culties with supply chain, with parts -- over the whole range of parts. Obviously, people haveheard about the chip shortage. This is a huge problem. But then in addition to that, for example, wehad quite a difï¬?culty scaling, driving our production in China because we're unable to get criticalengineers there because of COVID quarantine restrictions. So -- which meant that Tesla worldwidewas dependent on drive units made at our factory in Nevada, Giga Nevada. So that was a verychallenging situation.I think we're mostly out of that particular problem. That's just -- those was just 2 of manychallenges. So the team has really done an incredible job of dealing with really severe supply chainshortages.So with respect to the Model S and X, there were more challenges than expected in developing theModel S or what we call the Palladium program, which is the new version of Model S and X, whichhas revised interior and new battery pack and new drive units and new internal electronics and has,for example, a PlayStation 5 level infotainment system.","Q1 was -- had some of themost difï¬?cult supply chain challenges that we've ever experienced in the life of Tesla. There's no question in my mindthat with a pure vision solution, we can make a car that is dramatically safer than the average[person]. So -- yes. Thisquarter, and I think we'll continue to see that a little bit in Q2 and Q3. And we are. -- andkey to solving this is also having some massive data set. And when [beam]works, it works better than the best human because it's like having 8 cameras, it'slike having eyesin the back of your head, beside your head and has 3 eyes of different focal distances lookingforward.",0.11893678456544900,0.33815139532089200,0.5429117679595950,Automotive
2021-04-26,"There's just a lot of issues encountered,ensuring that the new factory was, [as also we're saying] was quite hard because we were workingmore energy in a smaller pace. So it took quite a bit of of development to ensure that the battery ofthe new S/X is safe. And we're trying to get all the -- in the cars slowly for the past few months. Butwe're just stacking them up in the yard and just making reï¬?nements to the cars that we built. But wedo expect to ramp Model S production and start delivering them probably next month. And then tobe in sort of fairly high volume production for the X in Q3 and start delivering Model X in Q3 aswell.So I think as we ramp up, I think probably the demand for the new S/X will be quite high. So it'sreally just going to be a question of ramping supply chain and internal production processes. Soprobably, like, we're going to aim to produce over 2,000 S/X per week. Perhaps if we get lucky,upwards of 2,400 or 2,500. This again is contingent on global supply chain issues, which is just alot of factors outside of our control here. But I do think [these will get solved], so it's just a matterof time, and then we'll be doing well over 2,000 S/X per week. It's a great car. It actually costs usless to produce, a little bit less to produce, but it is a superior product.So in conclusion is there's a lot to be excited about in 2021 and '22. We're building factories asquickly as we can. Both Texas and Berlin are progressing well, and we expect to have initial limitedproduction from those factories this year and volume production from Texas and Berlin next year.At this time, we are continuing to ramp production of Model Y in Fremont and Shanghai. In thebackground, we're continuing work -- development work on the Semi, Cybertruck, the Roadster andother products. Thanks to everyone at Tesla who made this year a huge success. Now on toquestions.Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much. We have some remarks from Zachary Kirkhorn as well.Elon R. Musk - Tesla, Inc. - Technoking of TeslaOkay.Zachary J. Kirkhorn - Tesla, Inc. - Master of CoinYes. Thanks, Martin. Thanks, Elon. So congratulations to the Tesla team on breaking multiplerecords in the ï¬?rst quarter of '21, as Elon had mentioned, which is typically the most difï¬?cult of theyear for many reasons.To summarize the quarter, I think it's best understood by 3 key items.","We expect to ramp Model S production and start delivering them probably next month. And then tobe in fairly high volume production for the X in Q3. So I think as we ramp up, I think probably the demand for the new S/X will be quite high. It's a great car. It actually costs usless to produce, a little bit less to produce. But it is a superior product. So in conclusion is there's a lot to be excited about in 2021 and '22. We're building factories asquickly as we can. Both Texas and Berlin are progressing well, and we expect to have initial limitedproduction from those factories this year and volume production next year. We are continuing to ramp production of Model Y in Fremont and Shanghai. In thebackground, we're continuing work -- development work on the Semi, Cybertruck, the Roadster andother products. Thanks to everyone at Tesla who made this year a huge success. Now on toquestions.",0.017324676737189300,0.09122596681118010,0.8914493322372440,Full Self-Driving
2021-04-26,"First, we successfullylaunched and began the ramp of Model Y in Shanghai, achieving positive gross margin in the ï¬?rstquarter of production and receiving a great reception from the market. Second, as Elon mentioned,although we began the production process for the Model S during the quarter, we had not yet beguncustomer deliveries. The reduction in Model S and X deliveries from Q4 to Q1 were a meaningfulheadwind to free cash ï¬?ows and proï¬?t generation.For example, we incurred an estimated $200 million of direct P&L impact relating to this programin Q1, the majority of which is reï¬?ected in COGS and that's before even considering the impact oflost revenue and proï¬?ts as a result of the transition. And as he mentioned -- as Elon mentioned, weexpect the ï¬?rst deliveries to begin shortly.Third, as we continue to work through the instability of the global supply chain, particularly aroundsemiconductors and port capacities, while the Tesla team in partnership with our suppliers didtremendous work keeping our factories running, we did experience high expedite costs in thequarter, and they were also higher than they were in Q4, with some minor interruptions toproduction over the course of the quarter. We believe that this landscape is improving, but it doesremain difï¬?cult, and it's an evolving situation.If we double-click within net income. Auto gross margin, excluding credits, improved sequentiallyand year-over-year. This is in spite of the cost mentions for S and X and expedites and a reductionin global ASPs as our cost structure as a company is reducing at an even faster pace. So as we lookout over the course of the year, we feel optimistic about our gross margin strength, particularly assome of these headwinds we're experiencing start to be resolved.On services and other margins, these have recovered and are trending towards proï¬?tability, aided bystrength in the used car business, operational improvements in service and additional servicerevenue opportunities that help absorb ï¬?xed overhead.On energy gross margins, these remained negative for second quarter. This is driven by solar-relatedramp costs and winter seasonality in the lease PPA business. We continue to manage through amulti-quarter backlog on Powerwall. We're working as fast as we can to increase production. Andthis will aid in proï¬?tability of this business as those volumes increase.On operating expenses, these increased for Q1, which is driven by our investments in technologyand growth. In particular, for R&D, this includes the structural battery pack and 4680 cells,investments in the new S and X and our neural net and silicon investments.On the SG&A side, we're setting up infrastructure and support for both China and EMEA inanticipation of volume to come there.","The reduction in Model S and X deliveries from Q4 to Q1 were a meaningfulheadwind to free cash ï¬?ows and proï¬?t generation. Auto gross margin, excluding credits, improved sequentiallyand year-over-year. On energy gross margins, these remained negative for second quarter. This is driven by solar-relatedramp costs and winter seasonality in the lease PPA business. We continue to manage through amulti-quarter backlog on Powerwall. And as we lookout over the course of the year, we feel optimistic about our gross margin strength, particularly assome of these headwinds we're experiencing start to be resolved. The Tesla team in partnership with our suppliers didtremendous work keeping our factories running. And we did experience high expedite costs in thequarter, and they were also higher than they were in Q4, with some minor interruptions toproduction.",0.3815808594226840,0.44697314500808700,0.1714460253715520,Automotive
2021-04-26,"And as I said before, our plans show that we remain on trackfor sustained industry-leading operating margins.Double-clicking on cash ï¬?ows. We continue to generate positive free cash ï¬?ows, and this wasdespite the signiï¬?cant working capital headwinds from S and X. Additionally, we are makingprogress reducing various forms of debt. We also invested $1.5 billion in bitcoin during the quarter,then trimmed our position by 10%, which contributed to a small gain in our Q1 ï¬?nancials.Taking a step back, we've generated $8 billion in operating cash ï¬?ows and $4 billion in free cashï¬?ows over the past 4 quarters. As we look forward, our plans remain unchanged for long-termgrowth of 50% annually, and we believe we're on track to exceed that this year as we guided to lastquarter. Global demand remains meaningfully higher than production levels. And so we're drivingas fast as we can to increase our production rates. As we think about Q2 and Q3, these quartersshould largely be driven by execution on S and X, as we've discussed, continued ramp of Model Yin Shanghai and the associated cost reductions of these programs. And we expect proï¬?tability andcash generation to evolve over the course of the year in line with those improvements.And then as we get towards the end of the year, our story will pivot towards the launch and ramp ofour newest factories in Austin and Berlin. So there's certainly no shortage of exciting things for usto work on and look forward to. Thank you, and we'll open it up for questions.Questions and Answers:Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much. And we'll ï¬?rst take retail questions from, say, website. The ï¬?rst question is,how is Dojo coming along? Could Dojo unlock an AWS like business line for Tesla over the nextfew years?Zachary J. Kirkhorn - Tesla, Inc. - Master of CoinYes. I'll jump in here. So with respect to Dojo...Elon R. Musk - Tesla, Inc. - Technoking of TeslaSorry, Zach. My apologies. I was on mute.Zachary J. Kirkhorn - Tesla, Inc. - Master of CoinGo ahead, Elon.Elon R. Musk - Tesla, Inc. - Technoking of TeslaSo yes, I was just basically saying that the -- although like right now, people think of Tesla as -- alot will think of Tesla as a car company or as an energy company. I think long term, people willthink of Tesla as much as an AI robotics company as we are a car company or an energy company.","Our plans remain unchanged for long-termgrowth of 50% annually, and we believe we're on track to exceed that this year as we guided to lastquarter. Global demand remains meaningfully higher than production levels. As we think about Q2 and Q3, these quartersshould largely be driven by execution on S and X, as we've discussed, continued ramp of Model Yin Shanghai and the associated cost reductions. And then as we get towards the end of the year, our story will pivot towards the launch and ramp ofour newest factories in Austin and Berlin. So there's certainly no shortage of exciting things for usto work on and look forward to. Thank you and we'll open it up for questions.Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much. And we'll ï¬?rst take retail questions from, say, website.",0.0572330579161644,0.4116072952747350,0.5311596989631650,Energy Generation and Storage
2021-04-26,"Ithink we are developing one of the strongest hardware and software AI teams in the world.Certainly, we appear to be able to use things with full self-driving that others cannot. So if you lookat the evolution of what technologies we developed, we developed them in order to solve theproblem of self-driving. So we couldn't ï¬?nd a powerful enough neural net [in terms of a] computer.So we designed and built our own.The software out there was really quite primitive for this task. And so we built the team fromscratch and have been developing what we think is probably the most advanced real-world AI in theworld. And then it sort makes sense that this is kind of what needs to happen because the roadsystem is designed for a neural net computer, our brain. Our brain is neural net computer. And it's --the entire road system is designed for vision with a neural net computer, which is because it'sdesigned for eyes in the brain. And so if you have a system which has very good eyes, you can seein all directions at once, you can see 3 focal points ahead or forward, but it never gets tired. It'snever sort of texting. It has redundancy and its reaction time is super human. Then it seems prettyobvious that such a system would achieve an extremely high level of safety, far in excess of theaverage person.So that's what we're doing. Then Dojo is kind of the training part of that. So because we're -- wehave over 1 million cars, and perhaps next year, we'll have 2 million cars in active use, providingvast amounts of video training data that then needs to be digested by a very powerful trainingsystem. And currently, we use Tesla training software. So we developed a lot of training software, alot of labeling software to do, to able to do surround video labeling, which is quite tricky. Thismeans all 8 cameras simultaneously at 36 range a second per camera labeling video over time.There wasn't any tool that existed for this, so we developed our own labeling tool.Then taking it a step further, obviously, the Holy Grail is auto labeling. So now we're getting quitegood at auto labeling, where we do -- where -- that the trainers train the training system and then thesystem auto labels the data and then the human laborers just need to look at the labeling to conï¬?rmthat it is correct and perhaps make edits.","The company is developing one of the strongest hardware and software AI teams in the world. We have over 1 million cars, and perhaps next year, we'll have 2 million cars in active use, providingvast amounts of video training data that then needs to be digested by a very powerful trainingsystem. So we developed a lot of training software, alot of labeling software to do, to able to do surround video labeling, which is quite tricky. Thismeans all 8 cameras simultaneously at 36 range a second per camera labeling video over time. Then taking it a step further, obviously, the Holy Grail is auto labeling, where we do -- where -- that the trainers train the training system and then thesystem auto labels the data.",0.20565225183963800,0.45488592982292200,0.3394617736339570,Full Self-Driving
2021-04-26,"And then every time an edit is made, that further trains thesystem. So it's kind of like a ï¬?ywheel that's just sort of spinning up. And really, the only way to dothis is with vast amounts of video data.So then we need to train this efï¬?ciently. So Dojo is really a -- it is a supercomputer optimized forneural net training. We think Dojo will be, probably in order of magnitude, more efï¬?cient on, say --not sure what the exact right metric is, but say, per frame of video, we think it will be an order ofmagnitude more cost efï¬?cient in hardware and in energy usage for a frame of video compared to aGPU-based solution or compared to the next best solution that we're aware of.So then possibly that could be used by others. It does seem as though over time -- I mean just anobservation, I think basically is the fact that neural net based computing or AI-based computing isand more and more of the compute stack. We -- conventional computing -- well, perhaps heuristics-based computing is still going to be important, still going to be very important, but it will become --but neural net will become a bigger and bigger portion of compute. So a long story, but I think, yes,probably others will want to use it too, and we will make it available.Martin Viecha - Tesla, Inc. - Senior Director for IRLet's go to the second question from retail investors. The recent price changes on solar roof havebeen discouraging for customers and investors. Could just like share more about solar roofchallenges? And if the outlook has changed at all, i.e., 1,000 roofs per week.Elon R. Musk - Tesla, Inc. - Technoking of TeslaYes. First of all, I should say that the demand for the solar roof remains strong. So despite raisingthe price, the demand is still signiï¬?cantly in excess of our ability to meet the demand to install thesolar roofs. So production is going ï¬?ne, but we are [curbed] at the installation point. We did ï¬?ndthat we basically made some signiï¬?cant mistakes in assessing the difï¬?culty of certain roofs, but thecomplexity of roofs varies dramatically. Some roofs are to be literally 2 or 3x easier than otherroofs. So you just can't have a one-size-ï¬?ts-all situation. If a roof has a lot of protuberances or if theroof sort of -- the core structure of the roof is rotted out or is it not strong enough to hold the solarroof, then the cost can be double, sometimes 3x what we -- what our initial quotes were.","Dojo is really a -- it is a supercomputer optimized forneural net training. We think Dojo will be, probably in order of magnitude, more efï¬?cient on, say -- not sure what the exact right metric is, but say, per frame of video. And then every time an edit is made, that further trains thesystem. And really, the only way to dothis is with vast amounts of video data. So a long story, but I think, yes,probably others will want to use it too, and we will make it available. The recent price changes on solar roof havebeen discouraging for customers and investors. Could just like share more about solar roofchallenges.",0.33941927552223200,0.47382912039756800,0.186751589179039,Energy Generation and Storage
2021-04-26,"So in thosecases, what we obviously opt to do is to refund customers their deposit and -- but what we cannotdo is go and just lose a massive amount of money. We just got to provide a refund of the earlydeposit.But that's what is, I think, most important about the solar roof situation, which I tweeted about thispast week, is that we're shifting the whole sort of solar situation -- the solar power -- well, basically,solar power situation to there's only 1 product basically -- or there's only 1 conï¬?guration. Everyhouse -- we will not sell a house solar without a Powerwall. That solar could either be solar retroï¬?twith conventional panels put on the roof or it can be the Tesla Solarglass Roof. But in all cases, itwill have the power to -- technically, this is -- it's actually Powerwall 2 plus, if you will. The plusrefers to a higher peak power capability.So basically, all Powerwalls made since roughly November of last year have a lot more peak powercapability than the speciï¬?cation on the website. They have about twice the power capabilityroughly. It depends on how you count power, but about twice the peak power and about arguablytwice the steady-state power of the speciï¬?cation of the website. The energy is the same, but thepower is roughly double. And all the installations -- so all installations will have a Powerwall. Andthe difï¬?culty installation will dramatically -- or the difï¬?culty of the installation will be much less. Itwill be much easier because the power from the solar roof -- Solarglass Roof or the solar panels willonly ever go directly into the Powerwall. And the Powerwall will only ever go between the utilitymeans -- between the utility and the main power panel of the house, which means you never need totouch the main circuit breakers of the house. You never need to touch the house circuit breakers.Effectively, almost every house, therefore, looks the same electrically instead of being a uniquework of art and requiring exceptional ability to rewire the main panel.So this is extremely important for scalability is. It's the only way to do it, really. And this alsomeans that every solar Powerwall installation that the house, or whatever the case may be, will beits own utility. And so even if all lights go out in the neighborhood, you will still have power. Sothat gives people energy security.And we can also, in working with the utilities, use the Powerwalls to stabilize the overall grid.","Tesla's Powerwalls have about twice the power capability than the speciï¬?cation on the website. The energy is the same, but thepower is roughly double. The Powerwall will only ever go between the utility and the main power panel of the house, which means you never need totouch the main circuit breakers. And so even if all lights go out in the neighborhood, you will still have power. Sothat gives people energy security. And we can also, in working with the utilities, use the Powerw Walls to stabilize the overall grid. It will be much easier because the power from the solar roof -- Solarglass Roof or the solar panels willonly ever go directly into the Powerwall.",0.16874298453331000,0.4376467764377590,0.39361026883125300,Automotive
2021-04-26,"Solet's say that there's a -- like there was in Texas, there was a peak power demand, and the powerdemand, because the grid lacked the ability to buffer the power, they had to shut down power.There's no power storage. No good point on power storage. However, with a whole bunch ofPowerwalls and houses, we can actually buffer the power. And so if the grid needs more power, wecan actually then, with the consent, obviously, of the homeowner and in partnership with the utility,we can then actually release power onto the grid to take care of peak power demand.So effectively, the Powerwalls can operate as a giant distributed utility. This is profound. I'm notsure how many of you will actually understand this but this is extremely profound and necessarybecause we are headed towards a world where, as we were just talking about earlier, where peopleare moving towards electric vehicles. This will mean that the power needs in -- at homes andbusinesses will increase signiï¬?cantly. We will -- there will need to be a bunch more electricitycoming somewhere. In fact, if you go to full renewable electricity, we need about 3x as muchelectricity as we currently have. So these are rough numbers, but roughly you need twice -- roughlyneed twice much electricity if all transport goes electric, and they need 3x much electricity if allheating goes electric. So basically, this is a prosperous future, I think, both for Tesla and for theutilities.Because -- and in fact, I think this will be very -- if this is not done, the utilities will fail to servetheir customers. They won't be able to do it. They won't be able to react fast enough. And we'regoing to see more and more of what we see, say, in California and Texas of people seeingbrownouts and blackouts and the utilities not being able to respond because there's a massivechange going on with the transition to electric transport. And we're seeing more extreme weatherevents. This is a recipe for disaster. So it is very important to have solar and batteries at the locallevel, at the house.In addition, it is important to have large battery storage at the utility level, so that solar and wind,which are the main forms of renewable electricity, can be -- that electricity can be stored becausesometimes the wind doesn't blow, sometimes it blows wide. Sometimes it blows too much andsometimes it didn't blow enough. But if you have a battery, you can store the energy and provide theenergy to the grid as needed.","Tesla CEO: Powerwalls can operate as a giant distributed utility. We are headed towards a world where, as we were just talking about earlier, where peopleare moving towards electric vehicles. This will mean that the power needs in -- at homes andbusinesses will increase signiï¬?cantly. If you go to full renewable electricity, we need about 3x as muchelectricity as we currently have. So basically, this is a prosperous future, I think, both for Tesla and for theutilities, says Elon Musk, CEO of electric car maker Tesla, in an interview with CNN.",0.06980101764202120,0.3006724715232850,0.6295264959335330,Energy Generation and Storage
