Date,Original_text,Summary
2015/5/6,"Good day, ladies and gentlemen, and thank you for standing by, and welcome to the Tesla Motors FirstQuarter 2015 Financial Results Q&A Conference Call.  As a reminder, today'sconference is being recorded. Now it's my pleasure to turn the call over to Mr. Jeff Evanson. Sir, the floor isyours.Jeff EvansonVice President of Investor RelationsThank you, Huey, and good afternoon, everyone. Welcome to Tesla's first quarter Q&A webcast. I'm joinedtoday by Elon Musk, Tesla Chairman and CEO; J.B. Straubel, our CTO; and Deepak Ahuja, Tesla's CFO.We announced our financial and operational results today in a shareholder letter that is available at thesame link as this webcast. And a replay of the webcast will be available later today at the same link.The shareholder letter includes GAAP and non-GAAP financial results, as well as reconciliations betweenthe 2. Our non-GAAP measures add back deferred revenue and related expenses for cars delivered wherecash has been or will very soon be collected. These non-GAAP results also exclude stock-based compand noncash interest expense. Revenues and costs associated with cars leased directly through Tesla aretreated the same in our GAAP and non-GAAP financial information.And during our call, we will be discussing our business outlook and making other forward-lookingstatements, which are based on our predictions and expectations as of today. Actual events or resultscould differ materially due to a number of risks and uncertainties, including those mentioned in our mostrecent Form 10-K filed with the SEC.And now, Huey, if we could you please have the first question.","Elon Musk, Tesla Chairman and CEO; J.B. Straubel, our CTO; and Deepak Ahuja, Tesla's CFO. We announced our financial and operational results today in a shareholder letter that is available at thesame link as this webcast. Revenues and costs associated with cars leased directly through Tesla aretreated the same in our GAAP and non-GAAP financial information. During our call, we will be discussing our business outlook and making other forward-lookingstatements, which are based on our predictions and expectations as of today. Actual events or resultscould differ materially due to a number of risks and uncertainties, including those mentioned in our mostrecent Form 10-K filed with the SEC.",,
2015/5/6,"And yes, so I'm feeling pretty goodabout things. But because that production ramp just scales exponentially, depending upon where thatexponential curve falls across a quarterly boundary, it can actually make quite significant -- make quitea significant effect on the production and deliveries in that quarter. So that's why it's like -- it's easy --it's a lot easier to predict it sort of continuous than if it's discrete with offshore [ph] quarterly cut-offs.But I really think the X is going to be -- it's really going to be a great car. I just drove the latest prototypetoday, and it's like, wow, this is by far the best SUV.","The production ramp just scales exponentially, depending upon where thatexponential curve falls across a quarterly boundary. So that's why it's like -- it's easy --it's a lot easier to predict it sort of continuous than if it's discrete with offshore [ph] quarterly cut-offs. But I really think the X is going to be --It's really going tobe a great car. I just drove the latest prototypetoday, and it'sLike, wow, this is by far the best SUV. And yes, so I'm feeling pretty goodabout things. But because that production rampJust scales exponentially. It can actually make quite significant -- make quitea significant effect on the production and deliveries in that quarter.",,
2015/5/6,"Next question comes from the line of John Lovallo with Bank of America Merrill Lynch.John LovalloBofA Merrill Lynch, Research DivisionFirst question is, do you guys earn 4 or 9 ZEV credits per vehicle? And how many vehicles are participatingin your battery swap beta program?Deepak AhujaChief Financial OfficerThe amount of credits, ZEV credits, we earn depends on the size of the pack, different for what we'redoing for the 60 versus 85, and now the new ones at 70. That has been varying over time, the amount ofZEV credits we earn. So I'll need to confirm that before I give the official number here.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectThe ZEV credits thing, it's not like -- I mean, it sort of moves things by like 2%. It's like not supermaterial. So I'm not sure what the point of your question is.John LovalloBofA Merrill Lynch, Research DivisionWell, yes, here's the point of the question is that assuming you guys sell 10,000 vehicles in ZEV states thisyear, that would mean that you would need 400 programs -- sorry, 400 vehicles involved in this batteryswap program if you assume that each of them swapped 25x each, so a minimum of 400 vehicles. So I'mcurious if there are 400 vehicles involved in the battery swap program.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectWell, I mean, you do realize like ZEV credits don't sell for 100 cents on the dollar. They sell for like $0.50or sometimes less. And there are not always customers for the ZEV credits.John LovalloBofA Merrill Lynch, Research DivisionYes, I'm just asking about what you guys are actually earning per vehicle. Okay, and I guess the next...Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectIt's not a big deal, yes. And as more of our production goes overseas, obviously, there's no ZEV statesoverseas. And as our sales increase outside of California or Canada, those are not ZEV states. So this islike -- the ZEV stuff is like an increasingly small part of the picture over time.Jeffrey B. StraubelChief Technology OfficerWe have hundreds vehicles in the battery swap pilot program.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes.Jeffrey B. StraubelChief Technology OfficerIt's not like 10 or something like that. It's hundreds of vehicles.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes. We've steadily increased the invitation list. We've just found like it's -- there just is not a lot ofinterest in people doing pack swap.","The amount of credits, ZEV credits, we earn depends on the size of the pack, different for what we'redoing for the 60 versus 85, and now the new ones at 70. That has been varying over time, the amount ofZEV credits we earn. And as more of our production goes overseas, obviously, there's no ZEV statesoverseas. So this islike -- the ZEV stuff is like an increasingly small part of the picture over time.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes. We've steadily increased the invitation list. We just found like it's -- there just is not a lot ofinterest in people doing pack swap. It's not a big deal, yes.",,
2015/5/6,"So if somebody wants to do a daily cycling basically gooff grid. It's going to be more expensive than being on grid. This doesn't mean that people won't buy itbecause there are people who want to go off grid on principle, or they just want to be independent. Andthat's what the SolarCity comment is about.Jeffrey B. StraubelChief Technology OfficerIt might also be worth noting that SolarCity doesn't yet operate in Europe. the main target applicationfor the daily cycling battery pack was actually -- were several markets not in the continental U.S. Andparticularly, Germany and Australia are very strong markets where it does make economic sense todaybased on the feed-in tariff and the electricity rate structures in those countries. So SolarCity's comments, Ithink, need to be put in the regional context.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes. SolarCity is only operating in the U.S. And the power wall, it will be available from SolarCity and fromother installers in both configurations. But if someone is doing a daily cycling application, they're doing itout of -- because they specifically want grid independence. And there's some number of people who willwant to do that, and that's good. And it's also important to appreciate like even to say the power backupsystems, so that you always have power in the event of a power outage, if -- like let's say that appealsto like 2% of households in the U.S. or 1%. Let's say 1%, that's 1 million households. Like is there oneperson in 100 care about having battery backup in the event of utility outage? Probably. We couldn't evensupport a small fraction of that, so -- right now, so it's kind of a moot point.","SolarCity's comments, Ithink, need to be put in the regional context. SolarCity is only operating in the U.S. and the power wall, it will be available from SolarCity and fromother installers in both configurations. But if someone is doing a daily cycling application, they're doing itout of -- because they specifically want grid independence. And there's some number of people who willwant to do that, and that's good. But it's also important to appreciate like even to say the power backupsystems, so that you always have power in the event of a power outage, if -- like let's say that appealsto like like 2% of households in the United States or 1%. Let's say 1%, that's 1 million households.",,
2015/5/6,"Our next question comes from Andrea James with Dougherty and Company.Andrea Susan JamesDougherty & Company LLC, Research DivisionJust to build on the Tesla Energy conversation, what are your revenue and gross margin targets on thatbusiness? And how do we look at the 2015 ramp?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectWell, I mean, the gross margin revenue obviously is going to change with time. So when it's low volumemade in Fremont, it will be relatively low margin. Once we get to Gigafactory up and running and -- highvolume and get the economies of scale working, this is just a guess right now, but I mean like maybe it'ssomewhere around 20%. It's not like -- it's like we just don't have enough information to say exactly thatwould be, but probably 20% is a reasonable guess. And then in terms of volume, I mean, we're going totry to scale it as fast as we can -- as the slowest manufacturing constraint. So I mean, it's easier to saywhat's the long term without saying like exactly which quarters it's going to be, and I don't know. But Ithink we'll see demand for stationary storage as measured in sort of megawatt hours or gigawatts hoursto be approximately double that of the car. That's our best guess for long-term demand yet.Andrea Susan JamesDougherty & Company LLC, Research DivisionHow do you think about your capacity or even your cost per kilowatt hour? Because it's different than acar, right? The duty load is way different for a stationary storage application. So can you educate us a littlebit on how we look at analyzing that business and the difference between that and the energy needs ofthe car business per pack?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, there's 2 applications which are quite different. One is backup power or peaker -- sort of theequivalent -- on a utility scale of like a peaker plant, which is a high-energy application. And then there'sthe daily cycler application. There are different chemistries depending upon which one you have. So thebackup power chemistry is quite similar to the car, which is like a nickel cobalt aluminum cathode. Thedaily cycling control [ph] constituent is nickel manganese cobalt, so there's quite a lot of manganesein there. And there's just one's meant for, call it maybe 60 or 70 cycles per year. And the other one ismeant for daily cycling -- daily deep cycling, so it's 365 cycles a year.","Elon R. Musk: Ithink we'll see demand for stationary storage as measured in sort of megawatt hours or gigawatts hoursto be approximately double that of the car. That's our best guess for long-term demand yet. And then in terms of volume, I mean, we're going totry to scale it as fast as we can -- as the slowest manufacturing constraint. And there's just one's meant for, call it maybe 60 or 70 cycles per year. And the other one ismeant for daily cycling -- daily deep cycling, so it's 365 cycles a year. So thebackup power chemistry is quite similar to the car, which is like a nickel cobalt aluminum cathode. Thedaily cycling control [ph] constituent is nickel manganese cobalt, so there's quite a lot of mangenesein there.",,
2015/5/6,"The power wall is great, but it'sprobably only 10% to 20% the size of the power pack demand.Jeffrey B. StraubelChief Technology OfficerMaybe one point on the cost structure. There's definitely a lot of commonality in the supply chain and evenin the manufacturing base on how we do the modules themselves for the Tesla Energy products, alongwith the vehicle products. So as we ramp up production on the Tesla Energy products, there definitely arebenefits to the vehicle costs of energy storage from scale and from just generally moving more materialand kilowatt hours through that whole chain. So both businesses benefit each other.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes. I mean, clearly given the very high demand that we're seeing for Tesla Energy products, we'reactually trying to figure out if we can go from like our current production target of like 35 gigawatthours at cell level and 50 at the pack level in our Nevada plant to maybe 50% more than that or evenhigher because just the sheer volume of demand here is just staggering. We could easily have the entireGigafactory just do stationary storage.Andrea Susan JamesDougherty & Company LLC, Research DivisionRight. So you have some capacity. I think you said maybe 15% of your capacity might be reserved forstationary storage. Maybe I've read that in an article somewhere, I'm not sure.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product Architect15 gigawatt hours or 1/3 of the 50 gigawatts hours that's targeted at the pack level, so 15% at the 15gigawatt hours or roughly 30%.Andrea Susan JamesDougherty & Company LLC, Research DivisionOkay. And you might add now maybe -- you're looking at doing another 50%, In growing the capacity50%, and you have the space, I guess there in Nevada to do that?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectWe do. I don't want to make that a prediction. But that seems like the thing that we should do, so we'reinvestigating that. It seems like the logical thing to do, so we're going to probably try to do that, yes.Because we're fairly confident at this point, that the entire Gigafactory output could just do stationarystorage. It's like wow, okay, we need to make cars, too. So we should try to make the factory bigger.That's like the total logic. It's not more complicated than that.Andrea Susan JamesDougherty & Company LLC, Research DivisionBut given the choice between making -- sorry, but given the choice between making a pack for a car andmaking a pack for a stationary storage application, how do you pick which one gets the priority?Elon R.","Elon R. Musk: We're trying to figure out if we can go from like our current production target of like 35 gigawatthours at cell level and 50 at the pack level in our Nevada plant. We could easily have the entireGigafactory just do stationary storage. It's like wow, okay, we need to make cars, too. So we should try to make the factory bigger. It seems like the logical thing to do, so we're going to probably try to do that, yes.Jeffrey B. Straubel: There's definitely a lot of commonality in the supply chain and evenin the manufacturing base on how we do the modules themselves for the Tesla Energy products.",,
2015/5/6,"StraubelChief Technology OfficerIf anything, it's quite over-engineered for a battery pack that doesn't have to move. It gets mounted onyour wall. So I think that's going to be a great benefit for reliability and just longevity of the pack.Jeff EvansonVice President of Investor RelationsAnd one for Deepak. Would you be willing to provide any breakdown of the capital -- the CapEx spendingin Q1?Deepak AhujaChief Financial OfficerThe CapEx spending was primarily driven by the capacity expansion that we're doing for Model X,including the tooling spend. And then, of course, we are putting in the new paint shop, which is a verysignificant investment. That will be ready in Q3. And then we have also had investments in the Gigafactoryand our sales and service network. That's probably the order in which we've been spending.Jeff EvansonVice President of Investor RelationsGreat. Thank you.","If anything, it's quite over-engineered for a battery pack that doesn't have to move. It gets mounted onyour wall. So I think that's going to be a great benefit for reliability and just longevity of the pack.Jeff EvansonVice President of Investor RelationsAnd one for Deepak. Would you be willing to provide any breakdown of the capital -- the CapEx spendingin Q1?Deepak AhujaChief Financial OfficerThe CapEx Spending was primarily driven by the capacity expansion that we're doing for Model X,including the tooling spend. And then, of course, we are putting in the new paint shop, which is a verysignificant investment. That will be ready in Q3. Andthen we have also had investments in the Gigafactoryand our sales and service network. That's probably the order in which we've been spending.",,
2015/5/6,"Next question comes from Colin Langan with UBS.Colin LanganUBS Investment Bank, Research DivisionI guess first question is staying on the stationary storage topic. I mean, how do you view the -- youmentioned there's 2 different chemistries. How does that work with the Gigafactory? Does that require allseparate lines? Is there any more complexities or all within the same facility? And how do you view yourchemistries versus other competitive options out there? There are other people who are bullish on thingslike zinc and other more basic chemistry?Jeffrey B. StraubelChief Technology OfficerWell, they could still be both be built in the Gigafactory. It doesn't -- we have multiple lines operating inthe Gigafactory, so if one line is building nickel cobalt aluminum chemistry and another is building nickelmanganese cobalt, that still works just fine. A lot of the cell assembly and then the processes that happenafter that are almost identical.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, I mean, they look the same at the module and pack level. You can't really tell by just looking at them.Jeffrey B. StraubelChief Technology OfficerYes.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectIt's just kind of the internal chemical constituents. I mean you can think of like the -- sort of breakdownthe problem like -- the cell is a chemical engineering problem. It's like a little can of chemicals. And thenthe module and pack problem is a mechanical engineering, electrical engineering and software engineeringproblem. And if you have just like a small number of cells, then as an overall engineering problem, it'slike mostly about the cell. But once you get -- have a lot of cells, then it's -- then the intellectual propertychallenge, the intellectual challenge becomes more at the mechanical, electrical and software level, whichis where Tesla does quite well. That's why you don't really see -- like nobody else has like -- has a packlike ours. There -- the cells are relatively generic, but the module and pack is not.Jeffrey B. StraubelChief Technology OfficerYes. And we've looked at pretty much every chemistry couple that could possibly be relevant for this.We're confident what we're using is going to be the best. But if there's something better, we can alsoadjust and change over time. So there's a lot of flexibility.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes, I mean I'm not sure if like the exact -- the right analogy would be, but like if you had like a laptopand it's like you could say, ""Whoa, a laptop's really just like Intel CPU and some Micron DRAM chips."" Like,big deal.","Elon R. Musk: We've looked at pretty much every chemistry couple that could possibly be relevant for this. We're confident what we're using is going to be the best. But if there's something better, we can alsoadjust and change over time. So there's a lot of flexibility.Jeffrey B. Straubel: We have multiple lines operating inthe Gigafactory, so if one line is building nickel cobalt aluminum chemistry and another is building Nickelmanganese cobalt, that still works just fine. A lot of the cell assembly and then the processes that happenafter that are almost identical.",,
2015/5/6,"Next question comes from the line of Rod Lache with Deutsche Bank.Rod Avraham LacheDeutsche Bank AG, Research DivisionA couple questions on stationary storage first. One is it seems like utilities move quite a bit slower thanother markets. So I was wondering when you are thinking about the expectations for the trajectory ofgrowth, if you had the capacity today, how long would do you think it would take for you to get to that15 gigawatt hours? Also related to this business, it seems like you're using third parties for most of thedistribution, installation. So if you achieved maybe a 20% gross margin, can you pass along any thoughtson how we should we be thinking in terms of SG&A is allocated?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectI think it's pretty early days to -- I mean, we're being super-speculative at this point. So it's...Jeffrey B. StraubelChief Technology OfficerYes. Maybe one point on the distributors. We're only focusing on that approach for power wall in most case-- in most cases. So with utilities, we're building those relationships directly. That's not something thatis really effective to go through a distribution channel, and it's something we have also been doing for anumber of years. It didn't just start last Thursday. And we've built these relationships partially throughvehicle infrastructure and charging questions and back and forth, supercharging as well. So there'sactually quite a lot of trust built between Tesla and many of the utility companies, which is very helpful togrow that business faster.Rod Avraham LacheDeutsche Bank AG, Research DivisionAnd just a clarification on the comment about the fact that a DC/AC inverter is already there for solar.Does the fact that it needs be bidirectional change the nature of the cost? Or not really?Jeffrey B. StraubelChief Technology OfficerNo, not in most cases because if you have already solar, typically, the energy to charge the battery cancome from the solar panel. So I think maybe one way to think of it is, if the battery pack, the power wall,with its internal DC to DC converter, can act much like a solar panel. It can match voltage with the solarpanel array and it can feed power back into that. So the existing inverter doesn't particularly see a bigchange.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay, got it. On the auto business, do you have any preliminary expectations on the mix of the 70Dversus 85? Any thoughts on how that affects margins? And lastly, a question for Deepak.","If you had the capacity today, how long would do you think it would take for you to get to that15 gigawatt hours? Also related to this business, it seems like you're using third parties for most of thedistribution, installation. So if you achieved maybe a 20% gross margin, can you pass along any thoughts on how we should be thinking in terms of SG&A is allocated?Elon R. Musk: I think it's pretty early days to -- I mean, we're being super-speculative at this point. So it's...Jeffrey B. Straubel: We're only focusing on that approach for power wall in most case-- in most cases.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay, got it. On the auto business, do you have any preliminary expectations on the mix of the 70Dversus 85? Any Thoughts on how that affects margins? And lastly, a question for Deepak. He asked about the fact that a DC/AC inverter is already there for solar. So I think maybe one way to think of it is, if the battery pack, the power wall,with its internal DC to DC converter, can act much like a solar panel",,
2015/5/6,"In the past,we were able to look at your supplemental information on leasing where you disclose the value of theleases delivered and the value that you're booking this at on the balance sheet, which is presumably yourcost. And it sort of approximated your gross margins, but this quarter, when you do the math, the impliedmargins were something like 44%, not like 29%, 30%. Is there something unusual there?Deepak AhujaChief Financial OfficerI'll answer the second one. No, there's nothing unusual in those numbers as the overall. What you'reseeing in the supplemental information is the new cars we've delivered. What's coming through ultimatelyis the cumulative impact of all the leasing that we have done. But to my knowledge, there's nothing elseunusual.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay. It seems like a pretty high margin, though, when you look at it that way. Anything on the mix, 70Dversus 85?Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectI mean, it's still pretty early to be predicting mix because you have to distinguish between what's sort ofinitial demand versus sustained demand. So I mean, it looks like there may be -- going to be comparablenumber of 70s versus 85s. But it's -- this is difficult to -- this is extrapolating on very little information.And yes, I think a key point I should make before this call ends is we're really optimizing, at this pointgoing forward, we're going to be optimizing for the operational efficiency of the company as opposed tospecific quarters. This is -- I feel like what we've done in the past, where we've really had to scramble atthe end of quarters and sometimes have not a great customer experience at the end of quarters. It's notreally the right thing for the company. And so we're going to be operating more for sort of steady-stateefficiency. And that means the quarterly fluctuations could be a little higher, but in the long term, it will bebetter. So that's an important consideration. Also sort of unlike other car companies, Tesla sales are onlyrecognized when they arrive at the end customer and we've received payment and all the regulatory docshave been processed and all that. So our sales are always kind of true -- they're always true sales. They'renot sales to the channel. Whereas the other car companies are -- they're sales to the channel. So it'spossible to sort of -- for them to make numbers work, where they're selling to their channel as opposed toend customers.","In the past,we were able to look at your supplemental information on leasing where you disclose the value of theleases delivered and the value that you're booking this at on the balance sheet. And it sort of approximated your gross margins, but this quarter, when you do the math, the impliedmargins were something like 44%, not like 29%, 30%. Is there something unusual there?Deepak AhujaChief Financial OfficerI'll answer the second one. No, there's nothing unusual in those numbers as the overall. What you'reseeing in the supplemental information is the new cars we've delivered. What's coming through ultimatelyis the cumulative impact of all the leasing that we have done.Elon R. Musk: It's still pretty early to be predicting mix because you have to distinguish between what's sort ofinitial demand versus sustained demand. So I mean, it looks like there may be -- going to be comparablenumber of 70s versus 85s. But it's difficult to -- this is extrapolating on very little information.",,
